Weather,Road_Type,Time,Vehicle_Count,Speed,Accident,Peak_Hour,Day_Night,Traffic_Density
1,2,22,1.203274472330096,0.8847727717597197,1,0,0,-0.046524471283172435
0,0,10,1.7330282923895082,-0.3920805861905092,1,1,1,1.0101427279176642
0,0,15,-0.0853159007873929,-0.8389792614730892,0,0,1,0.19421835376575775
1,2,19,1.332133509641845,-1.445484606499448,0,1,0,2.9148517669262306
0,2,3,1.174639130705263,-1.3816419386019365,0,0,0,2.4662356735335234
2,1,21,0.1437668322112718,-0.296316584344242,0,0,0,-0.02830647554839868
2,1,21,-0.8727877954703028,-0.8070579275243336,0,0,0,-0.4472120542303132
1,0,22,-1.6602596901532127,1.2359074451960326,0,0,0,-1.1360279943007534
1,0,16,1.0314624225810975,0.852851437810964,1,0,1,-0.10089847869082798
1,1,12,0.43012024845960267,1.0443794415034984,1,0,1,-0.3786153735135007
0,2,10,-1.3739062739048817,-0.7432152596268221,0,1,1,-0.8514493057019092
2,0,2,0.2583081987106042,0.5655594322721624,0,0,0,-0.3189631880864242
2,2,8,-0.5148460251598892,-0.2643952503954863,0,1,1,-0.4287275863191204
0,1,5,1.6900752799522585,1.0443794415034984,1,0,0,0.07594094448947351
2,0,21,-0.9157408079075524,0.24634609278460526,0,0,0,-0.7645899469327841
1,0,20,-0.12826891322464254,-0.9347432633193564,0,0,0,0.24842081219020687
1,0,10,-0.04236288835014326,-1.668933944140738,0,1,1,1.8371220935899304
1,0,15,0.40148490683476956,-1.0305072651656235,0,0,1,0.829130192343239
2,1,18,-0.8155171122206366,0.6294021001696739,0,1,1,-0.7778202164295099
1,0,4,-0.45757534191022303,0.5974807662209182,0,0,0,-0.6250165497617282
0,1,13,1.4323572053287608,-0.16863124854921913,1,0,1,0.6222940254138277
0,0,16,1.4323572053287608,-0.6155299238317992,0,0,1,1.0765551769765402
2,2,2,0.6878383230831004,-1.3497206046531809,0,0,0,1.780527137000627
0,2,3,-0.27144562134880795,-0.009024578805440518,0,0,0,-0.38398740272626314
0,2,15,1.2175921431425125,-0.5516872559342878,0,0,1,0.8539589684067902
2,0,15,-1.3166355906552156,0.6932447680671854,0,0,1,-0.9877080592349182
1,0,20,0.7880620187700162,1.1082221094010096,1,0,0,-0.266666792716074
1,2,3,-1.2164118949682998,0.9166941057084754,0,0,0,-0.9640950366056185
1,2,18,-1.2307295657807165,-1.6050912762432266,0,1,1,-0.25753809971816305
2,1,16,-0.38598698784814034,-1.1262712670118908,0,0,1,0.21385746370173958
0,1,12,1.4896278885784269,0.7251661020159411,1,0,1,0.12590840616234225
1,1,21,-0.3287163045984741,1.7147274544273685,0,0,0,-0.7406747663414511
1,2,22,0.8453327020196825,-1.317799270704425,0,0,0,1.8735045656830538
2,2,23,0.41580257764718614,-1.5093272743969595,0,0,0,1.933275769836042
1,2,0,0.702155993895517,-0.23247391644673057,0,0,0,0.25733808476205094
2,1,11,1.546898571828093,-1.3497206046531809,0,0,1,2.794826358990735
0,0,3,-0.3430339754108907,-0.9985859312168679,0,0,0,0.12383840775011762
2,2,10,0.9598740685190148,0.7570874359646967,0,1,1,-0.09592642368107249
2,0,4,0.5732969565837681,0.3101887606821167,0,0,0,-0.09214766187365833
2,0,1,-1.1591412117186337,0.9805367736059868,0,0,0,-0.9473955347196238
2,0,16,1.360768851266678,-0.6793725917293106,0,0,1,1.1090234854053242
0,1,7,0.7737443479575997,-0.13670991460046342,1,0,1,0.23526846312367877
0,0,5,-1.116188199281384,1.5551207846835897,0,0,0,-0.96980518886341
1,2,20,0.2583081987106042,-1.668933944140738,0,0,0,2.3464767028936584
0,1,8,0.2583081987106042,1.1082221094010096,1,1,1,-0.4543121487842439
0,2,12,1.0314624225810975,0.7251661020159411,1,0,1,-0.0562514541134322
1,2,10,-0.5721167084095554,0.08673942304082664,0,1,1,-0.5653649097559814
0,1,15,1.2319098139549292,1.5870421186323456,1,0,1,-0.23968643341113716
2,2,15,0.12944916139885526,0.5336380983234067,0,0,1,-0.3640174680440377
2,2,1,-1.3882239447172984,-0.009024578805440518,0,0,0,-0.9641665577046049
1,1,9,-1.4741299695917975,0.7890087699134525,0,1,1,-1.055284437813383
1,2,11,-1.2450472365931329,-0.4240019201392649,0,0,1,-0.8258401380002981
1,0,7,1.0744154350183472,-1.094349933063135,0,0,1,1.5673593736799418
2,0,10,1.4180395345163441,-1.445484606499448,0,1,1,3.0264246813451434
0,0,9,0.32989655277268687,0.05481808909207092,1,1,1,-0.10075641997626343
2,2,12,-1.1591412117186337,-0.9666645972681122,0,0,1,-0.612092027760483
1,1,16,-0.30008096297364106,0.0228967551433152,0,0,1,-0.40933598591441944
0,1,6,0.24399052789818762,-0.5516872559342878,0,0,1,0.19991084939937565
0,2,23,1.5612162426405096,0.9805367736059868,1,0,0,0.05255039639326566
2,1,2,-1.402541615529715,0.1825034248870938,0,0,0,-0.9881340726538527
1,2,19,-0.9014231370951359,-0.2643952503954863,0,1,0,-0.6535386825363309
2,1,12,-1.0445998452193013,-0.04094591275419624,0,0,1,-0.7801215069829583
0,0,18,-1.087552857656551,-0.296316584344242,0,1,1,-0.7552209179746426
2,2,6,0.01490779489952291,0.40595276252838386,0,0,1,-0.37697183310749827
2,0,8,1.4466748761411772,-1.6370126101919822,0,1,1,4.1282072112318975
1,0,18,-1.0445998452193013,1.2359074451960326,0,1,1,-0.925605392545788
1,2,12,1.675757609139842,0.3421100946308724,0,0,1,0.39451476989747786
0,0,21,-1.0159645035944682,1.203986111247277,0,0,0,-0.9133498674795901
2,2,7,1.1316861182680134,-0.3920805861905092,0,0,1,0.6382330131879579
2,0,21,-0.5005283543474727,0.21442475883584952,0,0,0,-0.562050517363925
2,2,17,-1.2593649074055495,1.427435448888567,0,1,1,-1.0087957234721696
0,2,22,0.6019322982086012,0.9486154396572312,1,0,0,-0.2915412736363076
0,1,1,0.7594266771451832,0.9486154396572312,1,0,0,-0.23309831846449658
1,2,17,-0.6866580749088877,0.9486154396572312,0,1,1,-0.7697109068602157
1,2,17,-1.58867133609113,-1.6370126101919822,0,1,1,-0.7995965089367097
1,0,10,1.174639130705263,0.3101887606821167,1,1,1,0.1835030678671828
2,2,0,0.15808450302368834,0.21442475883584952,0,0,0,-0.24910209887185508
2,1,13,0.3728495652099365,1.1082221094010096,0,0,1,-0.4137401799046397
1,0,15,-0.9586938203448021,-1.7008552780894937,0,0,1,0.352055732697892
2,0,10,-1.058917516031718,-1.4774059404482036,0,1,1,-0.15596827417818812
1,1,0,-1.1734588825310501,0.05481808909207092,0,0,0,-0.8614808364688444
0,0,6,0.7307913355203501,-0.32823791829299775,1,0,1,0.34152262539260997
1,0,15,-1.0732351868441343,-1.190113934909402,0,0,1,-0.41667630923145316
0,0,13,1.2891804972045953,-0.23247391644673057,1,0,1,0.5936976061720058
1,1,13,-1.1591412117186337,-0.4559232540880206,0,0,1,-0.7649205006985917
2,1,20,-0.2857632921612245,0.6294021001696739,0,0,0,-0.5605466462453131
0,0,10,0.07217847814918908,1.076300775452254,1,1,1,-0.5140534424097164
0,0,15,1.7187106215770915,1.1082221094010096,1,0,1,0.062980454430711
0,1,18,1.6041692550777593,0.08673942304082664,1,1,1,0.5217557948385446
2,1,16,1.4753102177660105,1.427435448888567,0,0,1,-0.12086127955499597
2,1,5,-1.617306677715963,-0.4240019201392649,0,0,0,-1.0597833456528551
2,0,10,-0.7296110873461373,-0.6474512577805549,0,1,1,-0.4137401799046397
2,0,16,0.859650372832099,-0.5516872559342878,0,0,1,0.6135001011246524
0,2,8,-0.2571279505363914,0.3740314285796281,1,1,1,-0.4894045701427523
0,1,17,0.6305676398334343,-0.4559232540880206,1,1,1,0.3782446060525545
1,0,16,0.9598740685190148,1.3955141149398111,1,0,1,-0.2806027526148457
1,1,11,0.9455563977065983,-0.16863124854921913,0,0,1,0.35133123325361315
2,0,22,1.174639130705263,1.5551207846835897,0,0,0,-0.2499799345478496
0,1,21,0.2153551862733545,0.9805367736059868,1,0,0,-0.4421596958415323
0,0,21,-1.5170829820290472,0.5336380983234067,0,0,0,-1.061348183162237
0,2,4,0.9741917393314313,0.7570874359646967,1,0,0,-0.09029142800334963
1,2,10,1.360768851266678,-0.32823791829299775,1,1,1,0.7191540280412346
1,1,3,1.4466748761411772,0.5017167643746511,0,0,0,0.20910641926906615
0,0,3,-1.273682578217966,-1.1581926009606465,0,0,0,-0.6368860087424634
0,0,2,-0.27144562134880795,1.5551207846835897,1,0,0,-0.7043696263345472
0,1,23,-1.6745773609656291,1.6189634525811012,0,0,0,-1.1460481181938469
1,0,22,-0.8727877954703028,-0.009024578805440518,0,0,0,-0.6963915630992165
0,1,16,-1.1877765533434668,0.3101887606821167,0,0,1,-0.8994105132575502
0,0,6,-0.6723404040964712,1.7147274544273685,0,0,1,-0.844463523940439
2,1,3,0.7737443479575997,1.203986111247277,0,0,0,-0.29624303994136075
2,0,22,1.6471222675150088,0.6932447680671854,0,0,0,0.20278643997718265
1,0,12,0.2583081987106042,0.0228967551433152,0,0,1,-0.1230633765501061
0,0,11,0.10081381977402216,1.203986111247277,1,0,1,-0.5282752070957349
2,2,0,1.0600977642059306,-0.4559232540880206,0,0,0,0.6526042316728297
2,0,20,-0.6007520500343885,-0.4240019201392649,0,0,0,-0.4209384324477952
1,1,18,-0.9873291619696352,-1.573169942294471,0,1,1,0.07117287122370806
2,2,20,1.2605451555797622,0.4378740964771396,0,0,0,0.15916793121269443
2,0,19,-1.2450472365931329,1.3635927809910555,0,1,0,-1.0009162803634895
2,2,17,-0.30008096297364106,0.6294021001696739,0,1,1,-0.5664189048989401
2,0,10,-1.087552857656551,0.5655594322721624,0,1,1,-0.8828263039669466
0,2,19,0.08649614896160562,1.4912781167860785,1,1,0,-0.5820140836184083
0,1,2,-0.3430339754108907,-0.4878445880367763,0,0,0,-0.2277853225397865
2,0,16,-0.586434379221972,-0.4559232540880206,0,0,1,-0.399107666538225
1,0,11,-0.9300584787199689,-1.4774059404482036,0,0,1,0.017162110264951097
1,1,9,-1.0302821744068849,-1.5093272743969595,0,1,1,-0.07902143664790404
1,2,7,-1.5027653112166308,-0.36015925224175344,0,0,1,-0.9942680002405405
1,1,14,0.8166973603948493,0.08673942304082664,0,0,1,0.1283897504128937
2,1,4,-0.9157408079075524,1.5551207846835897,0,0,0,-0.9068204791107985
0,2,3,0.5446616149589351,0.3740314285796281,1,0,0,-0.13031932833476012
1,1,20,0.8023796895824328,-1.3497206046531809,0,0,0,1.915767033265975
2,0,19,-0.8011994414082201,-1.1581926009606465,0,1,0,-0.16484675543168234
1,0,18,-1.431176957154548,1.3635927809910555,0,1,1,-1.0623759366111951
1,0,20,-0.40030465866055687,1.299750113093544,0,0,0,-0.7138328462727475
2,1,3,0.2583081987106042,-0.20055258249797484,0,0,0,-0.014341486260128995
0,0,14,-0.2571279505363914,0.7890087699134525,1,0,1,-0.5810995515330074
0,0,16,-1.1734588825310501,1.427435448888567,0,0,1,-0.9809024948674417
2,0,11,-0.17122192566189215,0.852851437810964,0,0,1,-0.5603163615922298
0,0,2,-0.38598698784814034,0.7251661020159411,1,0,0,-0.6198085218416096
2,0,9,-0.9586938203448021,-0.8070579275243336,0,1,1,-0.5141558028816604
2,0,14,0.9455563977065983,0.3421100946308724,0,0,1,0.06368810505070419
2,1,9,1.389404192891511,0.6932447680671854,0,1,1,0.09926517917613051
0,0,23,-1.3023179198427992,1.1401434433497655,0,0,0,-1.0087957234721696
2,0,22,-1.1877765533434668,0.11866075698958237,0,0,0,-0.8769796220489826
1,2,17,-0.04236288835014326,-0.07286724670295196,1,1,1,-0.23950302588058553
0,1,0,-0.7868817705958036,-0.10478858065170768,0,0,0,-0.6291378896855946
0,1,2,-1.4454946279669645,0.8209301038622082,0,0,0,-1.045618467504814
0,1,20,-0.4289400002853899,-0.7751365935755778,0,0,0,-0.1227755207337518
0,1,11,0.6305676398334343,-1.2858779367556694,0,0,1,1.5467553163133834
1,0,0,1.1030507766431803,-1.1262712670118908,0,0,0,1.664305351147594
0,0,2,-0.586434379221972,-1.6050912762432266,0,0,0,0.7466181300520438
0,2,2,0.6878383230831004,-1.541248608345715,0,0,0,2.441699963186771
2,2,4,-0.4146223294729734,-1.190113934909402,0,0,0,0.258633435935645
0,1,18,-1.58867133609113,0.0228967551433152,0,1,1,-1.0699650844474504
1,2,0,1.389404192891511,0.6294021001696739,1,0,0,0.12650761622903878
1,2,3,1.2748628263921788,1.299750113093544,1,0,0,-0.1511590968325454
1,1,3,1.332133509641845,1.1401434433497655,1,0,0,-0.08404724360371083
1,1,16,-1.4884476404042142,1.1082221094010096,0,0,1,-1.0730346741982097
0,2,13,-1.6029890069035466,1.4593567828373226,0,0,1,-1.1209833646922875
0,0,17,-1.4598122987793811,-0.32823791829299775,0,1,1,-0.971604751999199
1,2,0,-0.47189301272263956,-0.870900595421845,0,0,0,-0.09064361523320731
2,2,21,1.360768851266678,-0.16863124854921913,0,0,0,0.5824465559785019
0,0,15,-0.013727546725310178,-1.7008552780894937,0,0,1,2.0256494489815697
1,0,2,-0.7868817705958036,0.9166941057084754,0,0,0,-0.803172563886034
2,1,22,-1.5314006528414639,0.40595276252838386,0,0,0,-1.0616238079508211
1,1,20,1.303498168017012,0.6932447680671854,1,0,0,0.0647580922424463
1,2,8,-0.9014231370951359,-0.9985859312168679,0,1,1,-0.37063246297006003
2,0,22,0.7880620187700162,1.4912781167860785,0,0,0,-0.3579537226951837
2,1,3,0.8023796895824328,1.5551207846835897,0,0,0,-0.3669515383741282
0,2,20,1.2605451555797622,-0.23247391644673057,1,0,0,0.5772898246398127
0,0,4,-0.2571279505363914,-0.32823791829299775,0,0,0,-0.2506720742154608
2,2,10,-1.4741299695917975,1.203986111247277,0,1,1,-1.0713292153293767
2,1,20,1.1173684474555967,0.08673942304082664,0,0,0,0.2785840582845058
0,1,8,-1.6745773609656291,-0.6155299238317992,0,1,1,-1.0851700398898771
1,0,2,0.12944916139885526,-1.7008552780894937,0,0,0,2.2792242544790966
2,2,5,-0.38598698784814034,1.5870421186323456,0,0,0,-0.7439960065846187
0,0,23,-0.19985726728672523,-1.190113934909402,0,0,0,0.47884313544665535
1,1,10,0.9026033852693486,-0.20055258249797484,1,1,1,0.34948323467110526
2,1,8,0.5160262733341019,-1.5093272743969595,0,1,1,2.072741912859682
1,2,14,-1.2593649074055495,0.08673942304082664,0,0,1,-0.908666184891095
0,2,22,0.7164736647079335,-1.2858779367556694,0,0,0,1.6423892429581648
2,2,2,0.6448853106458509,1.5870421186323456,0,0,0,-0.42266601305815266
1,0,0,-1.0302821744068849,-1.222035268858158,0,0,0,-0.3504150122614734
2,2,19,-1.087552857656551,-1.0305072651656235,0,1,0,-0.5201236564436021
1,0,21,-0.772564099783387,0.3421100946308724,0,0,0,-0.7147275769417043
0,1,18,-0.9873291619696352,0.4697954304258953,0,1,1,-0.8290393613528116
0,1,13,1.4609925469535938,1.203986111247277,1,0,1,-0.05927401816668066
2,2,16,-1.6888950317780458,-0.9028219293706007,0,0,1,-1.0760559910296696
1,2,21,1.1603214598928464,-0.5836085898830435,0,0,0,0.8507528501763615
2,1,13,0.9455563977065983,-0.20055258249797484,0,0,1,0.37373821606652097
2,2,16,0.35853189439752,0.27826742673336097,0,0,1,-0.17864011023621823
1,0,13,0.043543136524356,-0.6793725917293106,0,0,1,0.1585875477627417
1,0,11,-1.3023179198427992,-1.190113934909402,0,0,1,-0.6515666553765307
1,0,15,-0.47189301272263956,0.27826742673336097,0,0,1,-0.5638323147776997
0,2,0,-0.5291636959723057,1.6189634525811012,1,0,0,-0.791848389879841
2,1,12,-1.3882239447172984,0.5974807662209182,0,0,1,-1.0107739666356255
2,2,5,-1.116188199281384,1.4912781167860785,0,0,0,-0.9661175594867936
0,2,16,-0.615069720846805,-0.36015925224175344,0,0,1,-0.4538366960239361
2,1,11,0.40148490683476956,-1.222035268858158,0,0,1,1.1573270744805786
0,1,22,-0.4289400002853899,0.11866075698958237,0,0,0,-0.5027160483652909
0,1,18,0.8453327020196825,-1.3497206046531809,1,1,1,1.9664819943654805
0,0,5,-0.8584701246578863,-0.10478858065170768,0,0,0,-0.667878484969939
2,2,6,-0.7152934165337208,0.15058209093833808,0,0,1,-0.6508326230448274
0,1,0,0.6162499690210177,-0.4240019201392649,1,0,0,0.3438759002624879
2,2,0,0.6878383230831004,1.1401434433497655,0,0,0,-0.3102085566150187
2,0,4,0.05786080733677254,0.27826742673336097,0,0,0,-0.3181062532598581
2,0,5,-0.6437050624716381,0.3421100946308724,0,0,0,-0.6563464007922737
1,1,15,1.7187106215770915,-0.6793725917293106,0,0,1,1.3672941206342868
2,1,15,-1.6029890069035466,1.2678287791447884,0,0,1,-1.1171346403716926
2,2,13,-0.2571279505363914,1.0124581075547425,0,0,1,-0.6212449459734571
1,1,0,-0.11395124241222598,0.5017167643746511,0,0,0,-0.45910499126177967
2,2,12,0.8739680436445155,1.4912781167860785,0,0,1,-0.3305177601331562
0,1,19,0.9885094101438479,0.27826742673336097,1,1,0,0.11357466562283676
0,2,9,-0.9586938203448021,-0.7112939256780664,0,1,1,-0.5526800355961148
2,2,23,1.2605451555797622,-1.3816419386019365,0,0,0,2.570835280801253
1,2,9,1.6471222675150088,-0.009024578805440518,1,1,1,0.6127306327493497
0,2,8,-1.3595886030924653,0.6613234341184296,1,1,1,-1.0029846341795179
1,0,12,-1.3309532614676323,-1.1581926009606465,0,0,1,-0.694102887931649
1,2,2,0.08649614896160562,-1.4774059404482036,0,0,0,1.3829684764274928
0,1,17,1.4180395345163441,0.5974807662209182,1,1,1,0.15243301347643437
1,0,19,1.7043929507646751,-1.222035268858158,0,1,0,2.5293723734158466
0,0,1,-0.4146223294729734,-0.16863124854921913,0,0,0,-0.4057706860175745
1,2,16,0.043543136524356,1.5551207846835897,0,0,1,-0.6053936538661576
0,0,18,-1.560035994466297,-0.5197659219855321,0,1,1,-1.0150992779591137
2,2,22,-1.4598122987793811,-0.4559232540880206,0,0,0,-0.9569722386327844
0,1,12,1.2462274847673456,-1.445484606499448,0,0,1,2.803278852507319
0,2,12,-1.6745773609656291,-1.3816419386019365,0,0,1,-1.0029846341795179
0,0,0,-0.09963357159980944,0.7570874359646967,1,0,0,-0.5129161038325613
0,1,1,1.2319098139549292,1.2678287791447884,1,0,0,-0.15663737711323408
1,2,0,-1.3166355906552156,-1.2858779367556694,0,0,0,-0.6209470209683332
2,1,23,1.174639130705263,-0.870900595421845,0,0,0,1.2459069220766745
0,1,4,-0.6866580749088877,-1.6370126101919822,0,0,0,0.6647979928115085
1,0,23,0.8166973603948493,-0.6155299238317992,0,0,0,0.6481948805467893
2,1,2,1.1889568015176795,0.3101887606821167,0,0,0,0.19006618048005994
2,0,6,-0.013727546725310178,1.6828061204786127,0,0,1,-0.6412443257119521
2,1,23,-1.5743536652787133,1.3635927809910555,0,0,0,-1.1096525952632763
2,2,21,-0.47189301272263956,-0.2643952503954863,0,0,0,-0.4037485756283191
0,1,12,-1.3739062739048817,0.8209301038622082,0,0,1,-1.0180014094803307
0,2,22,1.1460037890804298,-0.5197659219855321,0,0,0,0.7719584190895593
1,2,17,1.7330282923895082,-0.5516872559342878,0,1,1,1.2002197372930683
1,1,23,-0.6580227332840547,-0.36015925224175344,0,0,0,-0.47998659784086856
1,2,20,-1.3166355906552156,-0.13670991460046342,0,0,0,-0.9118896710425983
2,1,6,1.389404192891511,1.3316714470422997,0,0,1,-0.12193409603979319
2,1,0,-0.37166931703572376,0.9486154396572312,0,0,0,-0.6528249965165936
0,2,4,-0.5434813667847223,-0.9347432633193564,0,0,0,-0.10327641804331965
2,2,16,-0.5005283543474727,1.7466487883761241,0,0,1,-0.7956628484924533
2,0,7,1.1460037890804298,-0.6155299238317992,0,0,1,0.8773178297999121
2,2,14,-1.087552857656551,0.4378740964771396,0,0,1,-0.8688072353435723
1,0,19,1.6184869258901757,1.3316714470422997,1,1,0,-0.0456449237875459
1,2,3,-1.6029890069035466,-1.7327766120382495,0,0,0,-0.7697109068602157
0,1,1,-0.38598698784814034,-0.07286724670295196,0,0,0,-0.4229105564322215
2,2,4,-0.5148460251598892,-1.573169942294471,0,0,0,0.7792317511898795
2,1,0,1.0314624225810975,-0.5836085898830435,0,0,0,0.7626689703719574
0,1,4,-0.5005283543474727,-1.7008552780894937,0,0,0,1.1634951102899784
2,1,5,-1.0732351868441343,0.4378740964771396,0,0,0,-0.862539094084083
2,0,1,0.6878383230831004,1.1082221094010096,0,0,0,-0.30216726548572775
1,2,0,-1.1305058700938007,-0.4559232540880206,0,0,0,-0.7466298589905734
0,1,3,0.22967285708577106,-0.13670991460046342,0,0,0,-0.06330694165932492
0,1,6,1.1316861182680134,-0.2643952503954863,1,0,1,0.5288011568282576
0,0,21,-1.3452709322800487,-1.3497206046531809,0,0,0,-0.6199810217092949
0,2,0,1.6328045967025924,0.6613234341184296,1,0,0,0.21153302798467905
1,2,0,-0.8584701246578863,0.4378740964771396,0,0,0,-0.7685169751917414
1,0,7,0.31557888196027034,0.3421100946308724,0,0,1,-0.22173097834651226
2,0,19,-0.22849260891155834,0.11866075698958237,0,1,0,-0.4038539722979006
2,2,15,1.6184869258901757,0.40595276252838386,0,0,1,0.3330376222855774
2,0,20,-0.47189301272263956,0.11866075698958237,0,0,0,-0.5239007789511603
2,2,12,1.2891804972045953,1.1401434433497655,0,0,1,-0.09912466447113144
1,2,22,-0.09963357159980944,-1.445484606499448,0,0,0,1.0553031932777
0,1,23,-0.47189301272263956,-1.3497206046531809,0,0,0,0.41122318731398155
1,1,22,-0.30008096297364106,1.6828061204786127,0,0,0,-0.728410665101727
2,2,17,-0.8155171122206366,-1.7008552780894937,0,1,1,0.6056305381954187
1,2,19,-1.58867133609113,1.1082221094010096,0,1,0,-1.1085351469678635
0,2,9,-0.0853159007873929,-1.2858779367556694,0,1,1,0.7498059276068699
0,2,11,0.7737443479575997,-0.296316584344242,1,0,1,0.34360323918130775
1,2,0,0.38716723602235303,0.05481808909207092,0,0,0,-0.07177644220511749
1,2,9,1.389404192891511,-1.445484606499448,0,1,1,2.9892337098721726
1,0,8,-0.8441524538454697,-1.0624285991143794,0,1,1,-0.2782587838245324
2,2,2,-0.8441524538454697,1.5551207846835897,0,0,0,-0.8843259399134373
1,0,18,-0.1855395964743087,1.076300775452254,1,1,1,-0.6061778671592767
1,0,8,-1.6745773609656291,0.7570874359646967,0,1,1,-1.1327656283820717
1,2,9,1.0744154350183472,0.6932447680671854,1,1,1,-0.027260806247377842
0,2,18,-0.40030465866055687,-1.5093272743969595,0,1,1,0.7976228909292608
0,0,15,-1.5027653112166308,-1.094349933063135,0,0,1,-0.8818021623449529
2,0,23,-1.0159645035944682,0.9486154396572312,0,0,0,-0.8919098131285478
2,2,17,-0.22849260891155834,-1.0624285991143794,0,1,1,0.2928882780818021
0,2,13,-0.9014231370951359,1.7466487883761241,0,0,1,-0.9158182947897431
0,0,2,-1.5314006528414639,1.3316714470422997,0,0,0,-1.094621042255948
0,0,1,1.5039455593908435,-0.32823791829299775,1,0,0,0.8049793468250132
1,0,0,1.4466748761411772,1.1401434433497655,1,0,0,-0.04384078795725626
1,1,17,-0.9157408079075524,-0.4878445880367763,0,1,1,-0.5996950372694928
0,0,23,0.5303439441465185,-1.0624285991143794,0,0,0,0.996860238105889
1,1,8,-0.12826891322464254,-0.8070579275243336,0,1,1,0.13296710074802848
1,2,12,1.4037218637039277,0.21442475883584952,0,0,1,0.3427786056674944
2,2,1,-1.645942019340796,0.5655594322721624,0,0,0,-1.1167695116195038
0,0,6,1.4180395345163441,-0.32823791829299775,1,0,1,0.7534841555547461
0,2,15,-1.1877765533434668,-0.6474512577805549,0,0,1,-0.7383159309414741
1,2,20,0.8453327020196825,0.852851437810964,1,0,0,-0.17199886533033062
0,2,18,0.1724021738361049,-0.4240019201392649,1,1,1,0.06494361421520818
2,2,14,-1.6888950317780458,-1.6050912762432266,0,0,1,-0.971604751999199
2,1,21,-1.4598122987793811,-0.9028219293706007,0,0,0,-0.8861446473379048
2,1,10,1.1460037890804298,0.4697954304258953,0,1,1,0.09453643022595876
0,0,0,-0.8155171122206366,0.21442475883584952,0,0,0,-0.7117215001210019
0,0,20,-1.0159645035944682,-0.7432152596268221,0,0,0,-0.5832451845026019
0,0,6,-0.8155171122206366,-1.5093272743969595,0,0,1,0.2198345841170384
0,2,19,-0.7152934165337208,1.523199450734834,1,1,0,-0.8409828034112046
0,2,7,0.40148490683476956,0.9486154396572312,1,0,1,-0.3659232165822488
2,1,9,-0.22849260891155834,-1.190113934909402,0,1,1,0.44948184217852055
1,1,4,-0.12826891322464254,0.7251661020159411,0,0,0,-0.5173436004364864
2,0,8,0.6162499690210177,-1.2858779367556694,0,1,1,1.5308163285392533
0,1,0,1.546898571828093,1.6189634525811012,1,0,0,-0.14986138231070523
2,1,1,0.8310150312072659,-0.9347432633193564,0,0,0,1.0609626889366304
0,1,18,1.2748628263921788,-0.07286724670295196,1,1,1,0.4635591745673523
0,1,13,1.6184869258901757,-0.36015925224175344,1,0,1,0.9059581984565523
2,1,19,0.8023796895824328,-0.7432152596268221,0,1,0,0.7792317511898795
0,0,9,1.6041692550777593,1.523199450734834,1,1,1,-0.10623434260373622
1,0,8,-0.40030465866055687,-0.870900595421845,0,1,1,-0.03253272230669067
0,1,9,1.6328045967025924,-0.5197659219855321,1,1,1,1.0934396979237122
1,0,5,1.5898515842653427,1.650884786529857,1,0,0,-0.14491095303702523
1,2,16,-0.07099822997497635,-0.7432152596268221,0,0,1,0.1248136954635696
0,1,5,0.8453327020196825,0.6932447680671854,1,0,0,-0.11927970473720212
2,2,3,-0.4289400002853899,0.7570874359646967,0,0,0,-0.6425210044201861
1,0,19,0.5017086025216854,-1.190113934909402,0,1,0,1.1981948205159556
2,0,2,-0.9014231370951359,1.523199450734834,0,0,0,-0.899944099648841
1,2,22,-0.586434379221972,0.4697954304258953,0,0,0,-0.6554814944789487
0,0,18,-1.5027653112166308,-1.4135632725506921,0,1,1,-0.7808510596055754
0,1,17,1.2462274847673456,-0.7432152596268221,1,1,1,1.111804861477021
1,2,23,-1.3452709322800487,1.5551207846835897,0,0,0,-1.041787714294966
0,1,3,1.5612162426405096,-1.1262712670118908,0,0,0,2.1105970088232415
1,2,7,0.18671984464852143,1.3316714470422997,0,0,1,-0.5224522503640923
0,0,16,1.7187106215770915,-0.4878445880367763,0,0,1,1.1110896504871561
2,2,4,1.2605451555797622,-1.5093272743969595,0,0,0,3.1087761181781493
0,2,12,-1.2450472365931329,-0.6474512577805549,0,0,1,-0.7788878998210784
2,1,0,-0.5291636959723057,0.4378740964771396,0,0,0,-0.6243497262234845
0,0,12,-0.586434379221972,1.3955141149398111,0,0,1,-0.786900011322513
2,1,3,1.0600977642059306,0.7251661020159411,0,0,0,-0.04486646284619641
0,0,21,-0.1855395964743087,-1.094349933063135,0,0,0,0.36999151162332655
2,1,23,1.0028270809562645,-0.9985859312168679,0,0,0,1.3156399935884944
2,2,13,-1.4168592863421314,-1.222035268858158,0,0,1,-0.7575053756818276
1,1,2,-0.6437050624716381,-1.190113934909402,0,0,0,0.023743089790567374
2,0,4,-1.560035994466297,1.3635927809910555,0,0,0,-1.1049249293980683
0,0,6,0.05786080733677254,-1.3816419386019365,0,0,1,1.1064407790530346
2,2,0,1.389404192891511,-1.2539566028069136,0,0,0,2.2919029947539733
0,0,22,-1.2164118949682998,-1.6370126101919822,0,0,0,-0.1952432225009372
1,1,11,1.0028270809562645,1.076300775452254,1,0,1,-0.18138190859185988
0,2,10,1.4466748761411772,-0.6793725917293106,1,1,1,1.1710084378602752
1,0,23,0.5160262733341019,1.172064777298521,1,0,0,-0.3778774574128466
0,0,7,-1.1305058700938007,-0.009024578805440518,0,0,1,-0.8302790604019107
