Weather,Road_Type,Time,Vehicle_Count,Speed,Accident
Sunny,Rural,17,95,59.0,0
Foggy,Rural,22,52,42.0,0
Rainy,Rural,18,219,118.0,1
Sunny,Rural,8,49,74.0,0
Sunny,Rural,20,56,82.0,0
Foggy,Rural,23,178,90.0,1
Sunny,Rural,5,184,61.0,0
Rainy,Rural,13,240,118.0,1
Foggy,Highway,23,29,85.0,0
Sunny,Rural,12,214,98.0,0
Foggy,Rural,10,118,92.0,1
Sunny,Rural,11,202,66.0,0
Sunny,City,18,77,100.0,0
Sunny,Highway,18,33,122.0,0
Rainy,Highway,20,237,71.0,0
Rainy,Highway,18,45,37.0,0
Foggy,Rural,23,54,98.0,0
Sunny,Rural,12,139,37.0,0
Sunny,City,13,37,43.0,0
Rainy,Highway,23,163,42.0,0
Sunny,Rural,17,32,31.0,0
Rainy,Highway,11,216,42.0,0
Sunny,City,3,173,40.0,0
Foggy,City,9,100,83.0,1
,City,16,143,109.0,0
Sunny,Highway,3,172,91.0,0
Rainy,Rural,11,112,113.0,0
Sunny,Rural,12,47,53.0,0
Sunny,City,3,172,21.0,0
Rainy,Rural,9,237,88.0,1
Foggy,City,2,211,50.0,0
Foggy,,14,103,116.0,1
Rainy,City,1,62,87.0,0
Rainy,Highway,16,242,89.0,0
Rainy,City,5,47,106.0,0
Rainy,Rural,7,230,128.0,1
,Rural,2,196,38.0,0
Foggy,City,17,52,126.0,1
Foggy,Rural,21,112,128.0,1
Rainy,Rural,0,123,91.0,0
Sunny,Rural,15,13,122.0,0
Rainy,Highway,6,14,32.0,0
Sunny,Rural,2,77,84.0,0
Rainy,Highway,22,237,25.0,0
Rainy,City,3,132,90.0,0
Foggy,Rural,8,182,46.0,1
Sunny,Rural,4,89,98.0,0
Sunny,Rural,18,162,71.0,0
Foggy,City,14,215,117.0,1
Foggy,Highway,7,20,106.0,0
Foggy,Highway,5,166,67.0,1
Foggy,Rural,17,171,107.0,1
Sunny,City,18,223,98.0,0
Sunny,City,23,151,118.0,0
Rainy,City,14,129,87.0,0
Rainy,City,6,161,63.0,0
Foggy,,9,196,120.0,1
Foggy,Highway,5,176,36.0,0
Foggy,Highway,13,35,114.0,0
Rainy,Highway,16,180,57.0,0
Rainy,Rural,8,45,29.0,0
Rainy,City,18,176,73.0,1
Rainy,Rural,4,198,110.0,1
Rainy,City,22,153,125.0,1
Rainy,Highway,6,131,25.0,0
Rainy,Rural,18,239,25.0,0
Foggy,Highway,19,68,71.0,0
Foggy,City,6,105,34.0,0
Foggy,City,23,15,87.0,0
Foggy,City,1,107,76.0,0
Rainy,Highway,22,65,75.0,0
Sunny,City,15,145,123.0,0
Rainy,Highway,12,103,26.0,0
Sunny,Rural,7,36,70.0,0
Foggy,City,5,208,77.0,1
Rainy,City,5,164,83.0,0
Foggy,City,8,226,128.0,1
Rainy,Rural,3,129,45.0,0
Foggy,City,10,183,77.0,1
Sunny,Highway,4,178,50.0,0
Sunny,Highway,16,216,85.0,0
Sunny,City,19,34,,0
Rainy,City,6,95,125.0,0
Sunny,Rural,14,155,32.0,0
Rainy,Rural,14,21,37.0,0
Sunny,Rural,13,96,113.0,0
Sunny,City,12,188,94.0,0
Rainy,Rural,10,118,32.0,0
Rainy,Rural,12,176,43.0,0
Sunny,Highway,21,98,76.0,0
Rainy,Rural,23,19,48.0,0
Sunny,Highway,8,231,75.0,0
Rainy,Highway,9,83,73.0,0
Foggy,Rural,3,235,24.0,0
Foggy,Highway,16,247,54.0,0
Foggy,City,13,86,38.0,0
Foggy,City,23,63,74.0,0
Foggy,Rural,17,166,96.0,1
Sunny,City,10,111,88.0,0
Foggy,Highway,15,178,63.0,1
Foggy,City,0,246,97.0,1
Foggy,Rural,6,146,57.0,0
Foggy,Rural,9,200,81.0,1
Rainy,Highway,8,214,41.0,0
Sunny,Rural,2,174,92.0,0
Foggy,City,21,151,59.0,0
,Rural,22,110,45.0,0
Foggy,Highway,13,82,128.0,0
Sunny,Rural,14,81,24.0,0
Rainy,City,1,176,112.0,1
Sunny,Highway,23,177,73.0,0
Rainy,City,13,63,105.0,0
Foggy,Highway,15,12,68.0,0
Foggy,Rural,6,192,22.0,0
Sunny,Highway,3,120,111.0,0
Sunny,Highway,17,241,57.0,0
Rainy,Rural,23,170,33.0,0
Rainy,City,4,105,66.0,0
Sunny,Rural,5,80,33.0,0
Rainy,Highway,6,28,126.0,0
Sunny,Rural,14,43,94.0,0
Rainy,Highway,0,215,92.0,1
Sunny,Rural,23,59,57.0,0
Sunny,Rural,3,184,83.0,0
Sunny,City,0,55,63.0,0
Rainy,Highway,10,193,89.0,1
Rainy,City,17,194,,1
Rainy,Highway,13,92,44.0,0
Sunny,Rural,21,60,35.0,0
Rainy,Highway,10,63,34.0,0
Rainy,City,9,99,117.0,1
Sunny,City,16,90,100.0,0
Foggy,City,3,127,22.0,0
Sunny,Highway,23,165,86.0,0
Rainy,City,14,28,56.0,0
Sunny,City,15,36,100.0,0
Foggy,City,20,185,74.0,1
Sunny,Rural,12,156,57.0,0
Rainy,Rural,8,234,82.0,1
Foggy,Highway,10,188,20.0,1
Rainy,Highway,10,16,90.0,0
Foggy,City,5,166,109.0,1
Foggy,Rural,0,180,122.0,1
Sunny,City,21,78,38.0,0
Sunny,City,5,103,71.0,0
Rainy,Rural,12,122,49.0,0
Sunny,Rural,21,116,126.0,0
Sunny,Rural,23,129,,0
Foggy,Highway,21,195,33.0,0
Sunny,Highway,4,145,32.0,0
Foggy,City,14,179,103.0,1
Foggy,Highway,17,213,109.0,1
Foggy,Rural,19,51,46.0,0
Rainy,Rural,13,22,108.0,0
Rainy,Highway,14,163,28.0,0
Rainy,City,4,27,60.0,0
Foggy,City,3,51,67.0,0
Rainy,Highway,1,60,31.0,0
Rainy,City,6,122,29.0,0
Sunny,City,9,221,25.0,0
Rainy,City,15,153,53.0,0
Rainy,,9,110,71.0,1
Foggy,Rural,17,12,60.0,0
Foggy,Highway,16,228,102.0,1
,Rural,20,88,25.0,0
Foggy,City,12,107,,0
Foggy,Rural,0,182,34.0,0
Foggy,,0,159,36.0,0
Rainy,Rural,14,241,35.0,0
Foggy,City,0,32,47.0,0
Foggy,,5,68,104.0,0
Sunny,Highway,12,199,91.0,0
Rainy,Rural,0,122,29.0,0
Rainy,Rural,4,77,29.0,0
Rainy,Rural,8,63,29.0,0
Foggy,City,16,66,92.0,0
Foggy,Highway,15,242,47.0,0
Foggy,Rural,7,160,43.0,0
Sunny,City,16,120,38.0,0
Foggy,City,14,69,116.0,0
Sunny,City,23,82,87.0,0
Rainy,Rural,0,225,75.0,0
Foggy,Rural,11,222,86.0,1
Sunny,Rural,4,242,61.0,0
Sunny,Rural,23,247,31.0,0
Foggy,Rural,5,64,37.0,0
Rainy,Rural,0,126,42.0,0
Rainy,Rural,0,217,103.0,1
Rainy,Rural,9,72,25.0,0
Sunny,Rural,9,193,72.0,0
Sunny,City,2,64,117.0,0
Sunny,Rural,16,34,61.0,0
Sunny,Highway,18,35,85.0,0
Rainy,City,10,186,49.0,0
Foggy,Rural,17,72,28.0,0
Sunny,Highway,1,182,110.0,0
Sunny,Rural,8,82,61.0,0
Rainy,Highway,23,88,53.0,0
Foggy,,16,176,59.0,0
Foggy,Highway,13,234,107.0,1
Rainy,Highway,3,74,36.0,0
Rainy,City,16,78,48.0,0
Foggy,City,16,193,119.0,1
Sunny,Highway,11,18,69.0,0
Foggy,Rural,19,245,95.0,1
Rainy,Highway,17,207,114.0,1
Sunny,City,2,165,68.0,0
Sunny,Rural,10,182,92.0,0
Rainy,City,17,35,80.0,0
Rainy,City,3,37,102.0,0
Rainy,Rural,16,49,65.0,0
Foggy,Highway,17,152,,1
Foggy,Highway,4,143,36.0,0
Sunny,Highway,13,36,85.0,0
Rainy,Highway,9,47,123.0,0
Sunny,Rural,14,205,24.0,0
Sunny,Rural,0,212,122.0,0
Sunny,Rural,15,94,73.0,0
Sunny,City,10,73,35.0,0
Rainy,Rural,22,39,100.0,0
,Highway,19,219,110.0,0
Rainy,City,5,108,26.0,0
Rainy,Highway,23,140,27.0,0
Foggy,Highway,21,199,91.0,1
Rainy,Rural,15,21,106.0,0
Foggy,Rural,1,100,115.0,1
Rainy,Highway,0,39,126.0,0
Rainy,Highway,23,222,101.0,1
Rainy,City,23,47,57.0,0
Foggy,Rural,8,94,73.0,1
Foggy,City,21,69,95.0,0
Sunny,City,11,47,34.0,0
Foggy,City,16,113,111.0,1
Foggy,Highway,14,152,121.0,1
Foggy,City,18,155,69.0,1
Foggy,City,21,189,75.0,1
Sunny,Highway,9,38,114.0,0
Foggy,Rural,11,121,28.0,0
Rainy,Rural,13,239,27.0,0
Rainy,City,8,197,129.0,1
Foggy,Highway,12,30,38.0,0
Foggy,Rural,2,154,70.0,1
Rainy,City,20,242,91.0,1
Rainy,City,13,155,117.0,1
Sunny,Highway,20,194,76.0,0
Rainy,City,9,128,87.0,1
Rainy,Rural,15,174,50.0,0
Foggy,Highway,6,69,121.0,0
Rainy,Rural,3,175,22.0,0
Sunny,Rural,19,149,118.0,0
Rainy,Rural,22,212,102.0,1
Foggy,City,10,249,62.0,1
Foggy,City,15,122,48.0,0
Rainy,Rural,19,221,29.0,0
Foggy,Rural,3,210,31.0,0
Sunny,Highway,21,138,65.0,0
Sunny,Highway,21,67,49.0,0
Rainy,,22,12,113.0,0
Rainy,City,16,200,101.0,1
Rainy,Highway,12,158,107.0,1
Foggy,Rural,10,32,51.0,0
Sunny,City,2,146,92.0,0
Sunny,Rural,8,92,66.0,0
Foggy,Highway,5,246,107.0,1
Sunny,City,21,64,82.0,0
Rainy,City,20,119,45.0,0
Rainy,,10,125,22.0,0
Rainy,City,15,156,42.0,0
Sunny,Highway,18,71,94.0,0
Rainy,City,4,96,93.0,0
Foggy,Highway,13,228,69.0,1
Foggy,City,16,228,55.0,0
Sunny,Rural,2,176,32.0,0
Foggy,Rural,3,109,,0
Foggy,Rural,15,213,57.0,0
Sunny,City,15,36,96.0,0
Rainy,City,20,183,109.0,1
Rainy,Rural,3,43,103.0,0
Rainy,Rural,18,42,24.0,0
Sunny,Highway,16,101,39.0,0
Foggy,Highway,12,232,97.0,1
Rainy,Highway,21,105,128.0,0
Rainy,Rural,22,187,33.0,0
Sunny,Rural,23,157,27.0,0
Rainy,Rural,0,177,67.0,0
Sunny,Highway,11,236,32.0,0
Foggy,City,3,104,43.0,0
Sunny,Rural,10,195,98.0,0
Sunny,City,4,168,84.0,0
Sunny,City,1,47,105.0,0
Sunny,City,16,223,53.0,0
Foggy,Highway,7,182,70.0,1
Foggy,City,5,50,123.0,0
Rainy,Rural,20,146,22.0,0
Foggy,Highway,8,146,109.0,1
Foggy,Rural,12,200,97.0,1
Rainy,Rural,10,88,77.0,0
Foggy,Highway,15,214,124.0,1
Sunny,Rural,15,137,91.0,0
Sunny,Rural,1,31,74.0,0
Rainy,Highway,9,25,99.0,0
Rainy,Rural,11,41,61.0,0
Rainy,City,7,203,40.0,0
Sunny,,10,227,29.0,0
Foggy,City,9,151,76.0,1
Sunny,Rural,12,47,44.0,0
Rainy,Highway,16,107,75.0,0
Foggy,Highway,6,145,57.0,0
Foggy,Rural,23,237,105.0,1
Sunny,Highway,2,30,80.0,0
Rainy,Rural,19,65,66.0,0
Sunny,Highway,12,55,73.0,0
Foggy,,18,52,65.0,0
Sunny,Rural,6,129,87.0,0
Sunny,City,8,229,23.0,0
Rainy,City,18,55,113.0,0
Rainy,Rural,12,245,85.0,0
Foggy,City,21,57,112.0,0
Sunny,Rural,7,207,62.0,0
Sunny,City,21,93,81.0,0
Sunny,Rural,17,40,119.0,0
Foggy,Rural,22,170,104.0,1
Foggy,Highway,1,181,104.0,1
Rainy,Rural,17,80,104.0,0
Rainy,Rural,17,17,23.0,0
Rainy,City,10,210,84.0,1
,Rural,0,139,81.0,0
Sunny,Highway,13,154,109.0,0
Rainy,City,15,61,21.0,0
Sunny,City,10,54,28.0,0
Rainy,Highway,0,46,76.0,0
Foggy,City,6,179,64.0,1
Rainy,City,15,53,37.0,0
Foggy,City,13,218,67.0,1
Sunny,City,14,126,61.0,0
Rainy,Highway,13,47,60.0,0
Sunny,Highway,20,108,94.0,0
Foggy,City,10,133,108.0,1
Foggy,City,15,248,109.0,1
Foggy,Highway,18,240,77.0,1
Sunny,Highway,16,231,119.0,0
Sunny,Highway,5,15,61.0,0
Sunny,City,10,77,54.0,0
Sunny,City,16,188,57.0,0
Foggy,Rural,8,110,86.0,1
Foggy,Highway,17,172,60.0,1
Rainy,City,16,195,118.0,1
Rainy,Highway,11,194,69.0,0
Sunny,City,22,210,123.0,0
Foggy,Highway,21,143,105.0,1
Foggy,City,21,22,91.0,0
Foggy,Rural,4,196,98.0,1
Rainy,Rural,10,223,64.0,1
Rainy,Highway,3,229,90.0,0
Foggy,City,3,39,38.0,0
Foggy,City,2,109,123.0,1
Foggy,Highway,23,11,125.0,0
Rainy,City,22,67,,0
Foggy,Highway,16,45,84.0,0
Foggy,City,6,81,128.0,0
Sunny,Highway,3,182,112.0,0
Sunny,City,22,243,96.0,0
Rainy,,12,146,75.0,0
Foggy,City,11,135,112.0,1
,Rural,0,202,60.0,0
Sunny,City,20,86,61.0,0
Rainy,Highway,18,59,25.0,0
Sunny,Rural,20,216,88.0,0
Sunny,City,19,41,117.0,0
Sunny,Rural,17,107,94.0,0
Sunny,City,10,52,92.0,0
Foggy,Rural,19,134,121.0,1
Foggy,Highway,2,104,59.0,0
Sunny,City,16,87,60.0,0
Rainy,City,11,63,28.0,0
Rainy,Highway,9,56,27.0,0
Rainy,Rural,7,23,63.0,0
Rainy,Highway,14,185,77.0,0
Sunny,Highway,4,64,123.0,0
Foggy,Rural,3,166,86.0,1
Rainy,Highway,20,184,32.0,0
Sunny,City,19,72,38.0,0
Rainy,City,18,28,117.0,0
Rainy,City,20,100,115.0,0
Sunny,Highway,3,146,68.0,0
Foggy,City,14,110,99.0,1
Foggy,City,16,46,119.0,0
Sunny,City,11,116,101.0,0
Foggy,City,2,101,97.0,1
Sunny,City,9,61,49.0,0
Sunny,City,14,194,85.0,0
Sunny,Highway,9,225,96.0,0
Foggy,City,23,37,110.0,0
Sunny,City,22,45,78.0,0
Rainy,Rural,17,125,72.0,1
Foggy,Highway,0,73,71.0,0
Foggy,Highway,2,27,100.0,0
Foggy,Highway,20,98,50.0,0
Foggy,Highway,11,172,34.0,0
Rainy,City,0,205,39.0,0
Foggy,City,2,87,24.0,0
Foggy,Rural,2,176,26.0,0
Sunny,Rural,4,99,37.0,0
Foggy,Highway,18,17,75.0,0
Rainy,Rural,0,225,94.0,1
Rainy,Rural,3,217,115.0,1
Rainy,Highway,3,221,110.0,1
Rainy,Highway,16,24,109.0,0
Foggy,Rural,13,16,120.0,0
Foggy,City,17,26,64.0,0
Rainy,Rural,0,95,47.0,0
,Rural,21,223,69.0,0
Foggy,City,15,127,21.0,0
Rainy,City,2,73,103.0,0
Sunny,Highway,22,21,87.0,0
Rainy,Highway,20,219,96.0,1
Rainy,Rural,8,65,43.0,0
,City,22,183,121.0,0
Sunny,Highway,3,184,123.0,0
Foggy,Rural,20,216,67.0,1
Foggy,City,4,110,64.0,0
Sunny,Rural,10,25,112.0,0
Sunny,Highway,20,206,77.0,0
Foggy,Highway,8,11,55.0,0
Rainy,City,2,137,21.0,0
Sunny,Rural,5,101,124.0,0
Foggy,City,23,114,37.0,0
Rainy,Highway,10,191,68.0,1
Sunny,Highway,8,164,27.0,0
Rainy,Rural,14,40,77.0,0
Foggy,Rural,22,178,34.0,0
Sunny,Rural,2,173,124.0,0
Rainy,City,0,56,36.0,0
Sunny,Rural,19,52,42.0,0
Rainy,,21,74,85.0,0
Foggy,Highway,18,59,89.0,0
Foggy,Highway,13,230,112.0,1
Sunny,Rural,16,10,46.0,0
Rainy,Rural,21,209,56.0,0
Sunny,Highway,13,194,68.0,0
Sunny,Rural,16,153,83.0,0
Rainy,City,13,131,53.0,0
Rainy,City,11,37,37.0,0
Rainy,City,15,95,83.0,0
Foggy,Rural,0,91,125.0,1
,Highway,12,31,93.0,0
Sunny,Rural,5,50,121.0,0
Foggy,Rural,16,85,63.0,0
,Highway,11,156,36.0,0
Foggy,Highway,22,98,78.0,0
Foggy,Highway,18,187,32.0,1
Foggy,City,5,68,71.0,0
Sunny,Rural,6,78,79.0,0
Foggy,Highway,0,171,61.0,1
Sunny,Rural,0,176,110.0,0
Sunny,City,4,132,83.0,0
Sunny,City,5,83,85.0,0
Rainy,Highway,15,248,53.0,0
Sunny,Highway,15,16,114.0,0
Sunny,Rural,13,110,106.0,0
Rainy,Highway,0,120,90.0,0
Sunny,Rural,12,189,121.0,0
Foggy,Highway,19,197,83.0,1
Foggy,Rural,9,61,52.0,0
Sunny,Rural,23,216,31.0,0
Rainy,Rural,9,243,,1
Foggy,Rural,8,33,95.0,1
Rainy,City,12,35,38.0,0
Rainy,Rural,2,134,28.0,0
Foggy,Highway,17,227,93.0,1
Rainy,City,19,247,36.0,0
Foggy,City,1,99,69.0,0
Rainy,Rural,16,131,123.0,0
Foggy,City,18,19,58.0,0
Sunny,Rural,22,26,60.0,0
Foggy,Highway,12,215,29.0,0
Foggy,Rural,12,11,31.0,0
Foggy,City,0,121,98.0,1
Foggy,Highway,1,214,114.0,1
Rainy,Rural,0,36,34.0,0
Sunny,Highway,23,210,47.0,0
Foggy,Highway,4,80,23.0,0
Rainy,City,23,185,55.0,0
Sunny,Highway,2,211,84.0,0
Sunny,City,6,127,127.0,0
Sunny,Highway,23,18,117.0,0
Sunny,Rural,21,95,66.0,0
Foggy,Highway,12,32,100.0,0
Foggy,Rural,22,208,58.0,0
Rainy,Rural,17,249,57.0,0
Rainy,Highway,23,82,63.0,0
Rainy,Rural,20,36,70.0,0
Sunny,Highway,6,225,116.0,0
Sunny,Highway,0,102,104.0,0
Foggy,Rural,4,90,45.0,0
Sunny,Rural,16,93,129.0,0
Sunny,City,7,208,55.0,0
Sunny,Rural,14,52,88.0,0
Rainy,City,19,241,116.0,1
Rainy,Rural,3,16,20.0,0
Foggy,Highway,1,101,72.0,0
Sunny,Rural,4,92,25.0,0
Sunny,Highway,0,200,56.0,0
Foggy,Highway,4,93,21.0,0
Sunny,Highway,5,53,88.0,0
Sunny,City,1,176,109.0,0
Rainy,Rural,0,49,60.0,0
Foggy,Highway,3,144,70.0,0
Foggy,Highway,6,207,66.0,1
Foggy,City,21,34,32.0,0
Foggy,Rural,0,242,95.0,1
Rainy,Rural,0,68,88.0,0
Rainy,City,7,150,85.0,0
Sunny,City,19,112,78.0,0
Sunny,Rural,15,241,87.0,0
Sunny,City,20,95,78.0,0
Sunny,Rural,12,218,110.0,0
Rainy,Rural,22,121,29.0,0
Foggy,Highway,23,95,32.0,0
Rainy,Highway,22,107,127.0,0
Sunny,Rural,17,71,21.0,0
Rainy,Rural,19,17,109.0,0
Foggy,Rural,9,122,34.0,0
Foggy,Rural,11,182,65.0,1
Rainy,Rural,0,155,76.0,0
Rainy,Rural,9,225,29.0,0
Rainy,City,8,69,41.0,0
Sunny,Rural,2,69,123.0,0
Rainy,City,18,115,108.0,1
Rainy,City,8,11,98.0,0
Rainy,Rural,9,203,96.0,1
Foggy,Rural,18,100,27.0,0
Foggy,City,15,23,40.0,0
Sunny,City,23,57,104.0,0
Sunny,Rural,17,112,41.0,0
Foggy,Rural,13,65,129.0,0
Foggy,City,2,21,116.0,0
Foggy,City,1,233,64.0,1
Rainy,City,0,229,110.0,1
Rainy,Highway,17,64,59.0,0
Foggy,City,23,165,41.0,0
Rainy,Highway,8,119,49.0,0
Rainy,Rural,12,226,81.0,0
Sunny,Rural,1,13,92.0,0
Foggy,City,6,227,64.0,1
Foggy,Rural,15,45,54.0,0
Rainy,Rural,20,187,101.0,1
Foggy,Rural,18,140,61.0,1
Sunny,Rural,14,10,24.0,0
Sunny,Highway,21,26,46.0,0
Sunny,Highway,10,208,89.0,0
Foggy,City,0,71,81.0,0
Foggy,City,20,57,51.0,0
Foggy,City,6,71,27.0,0
Foggy,Rural,19,78,122.0,1
Foggy,Rural,7,156,104.0,1
Sunny,Highway,9,112,37.0,0
Rainy,Highway,4,119,97.0,0
Sunny,City,8,171,34.0,0
Foggy,Highway,0,236,125.0,1
Sunny,Highway,1,186,45.0,0
Foggy,Highway,18,217,72.0,1
Foggy,Highway,13,241,63.0,1
Sunny,Highway,19,184,51.0,0
Foggy,City,9,240,122.0,1
Rainy,City,8,100,47.0,0
Foggy,Highway,9,242,58.0,1
Rainy,City,5,239,126.0,1
Rainy,Rural,16,123,51.0,0
Foggy,Highway,5,187,96.0,1
Sunny,Rural,3,98,98.0,0
Rainy,City,19,163,37.0,0
Sunny,City,2,65,122.0,0
Rainy,Rural,22,87,89.0,0
Foggy,City,18,23,30.0,0
Foggy,Highway,17,215,51.0,1
Rainy,Rural,23,34,123.0,0
Foggy,Highway,3,237,39.0,0
Rainy,Rural,7,141,116.0,0
Foggy,City,16,248,59.0,0
Sunny,Rural,4,216,27.0,0
Foggy,Rural,12,41,54.0,0
Sunny,Highway,0,91,88.0,0
Foggy,City,12,87,118.0,0
Sunny,Highway,3,202,97.0,0
Foggy,City,21,115,40.0,0
Sunny,Highway,23,198,43.0,0
,Rural,13,29,36.0,0
Rainy,Highway,2,83,37.0,0
Sunny,City,4,19,117.0,0
Foggy,City,6,132,31.0,0
Sunny,Rural,0,225,35.0,0
Foggy,City,22,43,23.0,0
Rainy,Highway,11,198,108.0,1
Foggy,Rural,10,229,53.0,1
Rainy,City,23,164,111.0,1
Foggy,City,7,49,,0
Foggy,Highway,5,202,94.0,1
Foggy,Highway,21,136,96.0,1
Sunny,Rural,1,42,50.0,0
Sunny,City,18,205,44.0,0
Rainy,Highway,19,80,122.0,0
Rainy,Rural,19,146,93.0,1
Sunny,City,23,153,43.0,0
Rainy,City,13,142,84.0,0
Sunny,Rural,0,107,44.0,0
Foggy,Rural,9,133,47.0,0
Rainy,Highway,15,160,55.0,0
Rainy,City,3,52,,0
Sunny,City,10,123,25.0,0
Rainy,City,15,98,85.0,0
Rainy,Rural,19,194,86.0,1
Foggy,Highway,0,188,129.0,1
Rainy,City,15,22,91.0,0
Foggy,Rural,18,137,114.0,1
Sunny,City,20,161,67.0,0
Rainy,Highway,21,148,102.0,0
Foggy,City,8,61,89.0,0
Sunny,Highway,8,26,97.0,0
Rainy,Highway,8,174,86.0,1
Sunny,City,16,22,67.0,0
Rainy,City,11,199,84.0,0
Sunny,Highway,12,228,63.0,0
Sunny,Rural,7,93,113.0,0
Foggy,Highway,15,106,82.0,0
Sunny,City,17,115,65.0,0
Rainy,City,0,105,38.0,0
Rainy,Rural,0,17,83.0,0
Foggy,Highway,11,65,102.0,0
Rainy,Highway,5,230,92.0,1
Rainy,Highway,8,113,90.0,1
Rainy,City,22,92,129.0,0
Sunny,Highway,4,207,120.0,0
Sunny,Rural,15,53,69.0,0
Rainy,City,17,197,82.0,1
Foggy,City,16,112,60.0,0
Sunny,Highway,17,121,26.0,0
Foggy,Rural,0,178,28.0,0
Rainy,City,18,158,23.0,0
Rainy,City,21,223,108.0,1
Sunny,Highway,7,51,68.0,0
Rainy,Highway,2,211,95.0,1
Sunny,Rural,4,211,25.0,0
Rainy,Highway,22,166,101.0,1
,Rural,7,217,123.0,1
Sunny,City,18,202,40.0,0
Sunny,Rural,17,154,34.0,0
Sunny,Rural,17,39,86.0,0
Rainy,Rural,20,35,85.0,0
Rainy,City,0,190,75.0,0
Foggy,Highway,14,134,124.0,1
Sunny,City,17,247,123.0,0
Rainy,,6,28,87.0,0
Rainy,Rural,15,62,51.0,0
Sunny,Rural,15,94,85.0,0
Foggy,Rural,14,26,129.0,0
Sunny,Rural,5,183,48.0,0
Foggy,Rural,8,113,85.0,1
Rainy,Highway,6,222,53.0,0
Foggy,Highway,13,190,46.0,0
Rainy,,10,114,79.0,1
Sunny,City,20,113,58.0,0
Sunny,City,15,201,63.0,0
Sunny,Rural,5,182,121.0,0
Foggy,Highway,21,186,101.0,1
Rainy,City,15,156,55.0,0
Sunny,City,19,133,38.0,0
Sunny,City,15,208,110.0,0
Rainy,Rural,11,90,64.0,0
Sunny,City,16,202,103.0,0
Rainy,City,4,46,40.0,0
Rainy,City,12,130,42.0,0
Rainy,,7,79,113.0,0
,Highway,23,163,108.0,1
Rainy,Rural,4,139,114.0,0
Foggy,Rural,11,68,46.0,0
Sunny,Highway,8,233,117.0,0
Foggy,Highway,2,249,91.0,1
Sunny,Rural,2,127,38.0,0
Foggy,City,0,142,60.0,0
Rainy,City,21,46,45.0,0
Sunny,Rural,17,40,47.0,0
Sunny,City,23,213,83.0,0
Foggy,Highway,11,108,87.0,0
Foggy,City,8,103,114.0,1
,City,8,185,99.0,0
Foggy,City,17,15,70.0,0
Foggy,Rural,17,24,93.0,1
Foggy,Highway,6,152,,1
Rainy,City,3,198,67.0,0
Rainy,Rural,12,25,29.0,0
Foggy,City,16,29,128.0,0
Foggy,Highway,23,86,92.0,0
Rainy,City,1,53,58.0,0
Rainy,Highway,13,179,119.0,1
Sunny,City,2,55,119.0,0
Sunny,Highway,4,104,38.0,0
Rainy,City,13,171,83.0,0
Foggy,Highway,2,73,38.0,0
Foggy,City,22,166,95.0,1
Foggy,City,6,140,81.0,0
Foggy,Rural,17,18,32.0,0
Sunny,Rural,12,212,,0
Rainy,,22,212,119.0,1
Foggy,City,21,162,108.0,1
Sunny,Highway,9,223,111.0,0
Foggy,Rural,12,51,61.0,0
Rainy,Highway,15,183,58.0,0
Sunny,Highway,8,82,49.0,0
Rainy,Rural,1,93,24.0,0
Rainy,City,22,68,100.0,0
Sunny,Highway,4,30,37.0,0
Sunny,Rural,21,211,126.0,0
Sunny,City,16,159,40.0,0
Sunny,Rural,22,166,105.0,0
Sunny,Highway,21,72,122.0,0
Sunny,City,3,82,69.0,0
Sunny,City,16,70,25.0,0
Foggy,Rural,8,73,69.0,0
Rainy,Rural,19,78,99.0,0
Sunny,Rural,1,177,85.0,0
Foggy,City,23,212,20.0,0
Foggy,City,17,138,76.0,1
Foggy,Highway,20,115,49.0,0
Rainy,City,21,74,77.0,0
Sunny,Highway,10,131,126.0,0
Foggy,Rural,12,71,71.0,0
Rainy,Rural,7,191,56.0,0
Rainy,City,0,112,67.0,0
Rainy,Rural,16,69,106.0,0
Foggy,Rural,11,55,20.0,0
Sunny,City,3,14,38.0,0
Foggy,Highway,20,122,65.0,0
Foggy,City,12,159,86.0,1
Sunny,Highway,8,227,21.0,0
Sunny,City,6,190,75.0,0
Sunny,City,22,79,120.0,0
Rainy,Rural,23,169,36.0,0
Sunny,City,4,249,111.0,0
Foggy,City,4,20,101.0,0
Sunny,Highway,16,147,116.0,0
Foggy,Rural,8,248,98.0,1
Rainy,Highway,5,176,41.0,0
Foggy,Highway,18,107,124.0,1
Foggy,Rural,15,40,46.0,0
,Rural,20,21,74.0,0
Sunny,Rural,1,117,120.0,0
Foggy,City,9,89,51.0,0
Sunny,Rural,15,175,79.0,0
Rainy,Rural,4,76,128.0,0
Rainy,Rural,14,203,102.0,1
Sunny,Highway,12,61,47.0,0
Rainy,Highway,12,142,47.0,0
Sunny,City,12,148,93.0,0
Foggy,Highway,14,34,,0
Foggy,City,13,44,44.0,0
Rainy,Highway,7,172,104.0,1
Sunny,Rural,10,31,97.0,0
Sunny,Highway,17,174,105.0,0
Rainy,City,23,223,45.0,0
Foggy,Highway,3,192,127.0,1
Rainy,Rural,9,212,94.0,1
Foggy,City,0,105,90.0,0
Sunny,Rural,4,236,36.0,0
Foggy,Rural,12,232,101.0,1
Rainy,City,0,246,26.0,0
Sunny,Rural,22,126,75.0,0
Rainy,Rural,7,209,83.0,0
Rainy,Highway,2,201,39.0,0
Foggy,Rural,2,29,57.0,0
